"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"JINDALSAW","Jindal Saw Limited","7(2)","Samruddhi Employees Trust","Employees/Designated Employees","Equity Shares","1561249","0.59",,"86","6140","Sell","Equity Shares","1561163","0.49","22-May-2024","22-May-2024","24-May-2024","ESOP","-","-","0","0","0","0","NA","-","24-May-2024 12:27","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164411_1136833_24052024122724_WEB.xml"
"JINDALSAW","Jindal Saw Limited","7(2)","Karunanidhi Agarwal","Employees/Designated Employees","Equity Shares","2586","0",,"586","325816","Sell","Equity Shares","2000","0","22-May-2024","22-May-2024","24-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","24-May-2024 12:27","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164411_1136833_24052024122724_WEB.xml"
"THOMASCOTT","Thomas Scott (India) Limited","7(2)","Laxminiwas Bang","Promoter Group","Equity Shares","182650","1.79",,"169000","13689000","Buy","Equity Shares","351650","3.26","21-May-2024","21-May-2024","23-May-2024","Conversion of security","-","-","0","0","0","0","NA","-","24-May-2024 12:13","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164408_1136783_24052024121333_WEB.xml"
"THOMASCOTT","Thomas Scott (India) Limited","7(2)","Laxminiwas Bang","Promoter Group","Warrants","169000","0",,"169000","13689000","Sell","Warrants","Nil","0","21-May-2024","21-May-2024","23-May-2024","Conversion of security","-","-","0","0","0","0","NA","-","24-May-2024 12:13","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164408_1136783_24052024121333_WEB.xml"
"DLINKINDIA","D-Link (India) Limited","7(2)","MUKESH TIRTHDAS LULLA","Director","Equity Shares","2615773","7.37",,"1477","650418","Sell","Equity Shares","2614296","7.36","23-May-2024","23-May-2024","24-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","24-May-2024 12:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164406_1136769_24052024120512_WEB.xml"
"RAYMOND","Raymond Limited","7(2)","Shephali Ruia","Promoter Group","Equity Shares","140259","0.21",,"4259","9583730","Sell","Equity Shares","136000","0.2","23-May-2024","23-May-2024","23-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","23-May-2024 20:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164403_1136283_23052024080136_WEB.xml"
"RAYMOND","Raymond Limited","7(2)","Shephali Ruia","Promoter Group","Equity Shares","144259","0.21",,"4000","9006280","Sell","Equity Shares","140259","0.21","21-May-2024","21-May-2024","21-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","23-May-2024 20:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164403_1136283_23052024080136_WEB.xml"
"RAYMOND","Raymond Limited","7(2)","Shephali Ruia","Promoter Group","Equity Shares","154259","0.23",,"4000","8601280","Sell","Equity Shares","150259","0.23","16-May-2024","16-May-2024","17-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","23-May-2024 20:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164403_1136283_23052024080136_WEB.xml"
"RAYMOND","Raymond Limited","7(2)","Shephali Ruia","Promoter Group","Equity Shares","150259","0.23",,"6000","12388020","Sell","Equity Shares","144259","0.21","17-May-2024","17-May-2024","21-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","23-May-2024 20:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164403_1136283_23052024080136_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","PRATEEK AGGARWAL","-","Equity Shares","10566","0",,"15366","20514378","Buy","Equity Shares","25932","0","18-May-2024","18-May-2024","22-May-2024","ESOP","-","-","0","0","0","0","NA","-","23-May-2024 19:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164400_1136261_23052024075009_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","HCL Technologies Stock Options Trust","-","Equity Shares","5338227","0.2",,"63543","84833082","Sell","Equity Shares","5274684","0.19","18-May-2024","18-May-2024","22-May-2024","ESOP","-","-","0","0","0","0","NA","-","23-May-2024 19:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164398_1136216_23052024073742_WEB.xml"
"360ONE","360 ONE WAM LIMITED","7(2)","Anirudha Taparia","Employees/Designated Employees","Equity Shares","906641","0.25",,"68000","53979080","Sell","Equity Shares","838641","0.23","22-May-2024","22-May-2024","23-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","23-May-2024 19:34","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164396_1136205_23052024073411_WEB.xml"
"360ONE","360 ONE WAM LIMITED","7(2)","SUNIL KINI","Employees/Designated Employees","Equity Shares","126692","0.04",,"27569","21647454","Sell","Equity Shares","99123","0.03","21-May-2024","21-May-2024","22-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","23-May-2024 19:34","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164396_1136205_23052024073411_WEB.xml"
"360ONE","360 ONE WAM LIMITED","7(2)","Anup Maheshwari","Employees/Designated Employees","Equity Shares","263390","0.07",,"126956","101564800","Sell","Equity Shares","136434","0.04","21-May-2024","21-May-2024","22-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","23-May-2024 19:34","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164396_1136205_23052024073411_WEB.xml"
"360ONE","360 ONE WAM LIMITED","7(2)","Anirudha Taparia","Employees/Designated Employees","Equity Shares","916641","0.25",,"10000","7929000","Sell","Equity Shares","906641","0.25","18-May-2024","18-May-2024","21-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","23-May-2024 19:34","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164396_1136205_23052024073411_WEB.xml"
"360ONE","360 ONE WAM LIMITED","7(2)","Anirudha Taparia","Employees/Designated Employees","Equity Shares","989543","0.28",,"72902","57085182","Sell","Equity Shares","916641","0.25","17-May-2024","17-May-2024","21-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","23-May-2024 19:34","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164396_1136205_23052024073411_WEB.xml"
"M&M","Mahindra & Mahindra Limited","7(2)","Ashish Lath","Employees/Designated Employees","Equity Shares","2593","0",,"2593","6660251","Sell","Equity Shares","Nil","0","23-May-2024","23-May-2024","23-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","23-May-2024 19:33","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164395_1136202_23052024073338_WEB.xml"
"M&M","Mahindra & Mahindra Limited","7(2)","Sameer Desai","Employees/Designated Employees","Equity Shares","3914","0",,"400","1008420","Buy","Equity Shares","4314","0","22-May-2024","22-May-2024","23-May-2024","ESOP","-","-","0","0","0","0","NA","-","23-May-2024 19:33","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164395_1136202_23052024073338_WEB.xml"
"M&M","Mahindra & Mahindra Limited","7(2)","Ashutosh Vidwans","Employees/Designated Employees","Equity Shares","8700","0",,"800","2011646","Sell","Equity Shares","7900","0","22-May-2024","22-May-2024","23-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","23-May-2024 19:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164391_1136185_23052024072544_WEB.xml"
"M&M","Mahindra & Mahindra Limited","7(2)","Ashutosh Vidwans","Employees/Designated Employees","Equity Shares","9000","0",,"300","751995","Sell","Equity Shares","8700","0","21-May-2024","21-May-2024","23-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","23-May-2024 19:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164391_1136185_23052024072544_WEB.xml"
"M&M","Mahindra & Mahindra Limited","7(2)","RAJASHREE ANSURKAR","Employees/Designated Employees","Equity Shares","3930","0",,"500","1255000","Sell","Equity Shares","3430","0","21-May-2024","21-May-2024","23-May-2024","Market Sale","-","-","0","0","0","0","BSE","-","23-May-2024 19:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164391_1136185_23052024072544_WEB.xml"
"M&M","Mahindra & Mahindra Limited","7(2)","RAJASHREE ANSURKAR","Employees/Designated Employees","Equity Shares","3430","0",,"500","1261925","Sell","Equity Shares","2930","0","22-May-2024","22-May-2024","23-May-2024","Market Sale","-","-","0","0","0","0","BSE","-","23-May-2024 19:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164391_1136185_23052024072544_WEB.xml"
"NAUKRI","Info Edge (India) Limited","7(2)","Sharad Sindhwani","Employees/Designated Employees","Equity Shares","6200","0",,"250","1600010","Sell","Equity Shares","5950","0","21-May-2024","21-May-2024","21-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","23-May-2024 19:18","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164390_1136163_23052024071836_WEB.xml"
"CHAMBLFERT","Chambal Fertilizers & Chemicals Limited","7(2)","Zuari Industries Limited (Formerly Zuari Global Limited)","Promoters","Equity Shares","56964966","14.22",,"1500000","607275000","Pledge","Equity Shares","56964966","14.22","17-May-2024","17-May-2024","21-May-2024","Pledge Creation","-","-","0","0","0","0","NA","-","23-May-2024 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164388_1136137_23052024071256_WEB.xml"
"ECLERX","eClerx Services Limited","7(2)","Eclerx Employee Welfare Trust","Other","Equity Shares","781428","1.59",,"2974","6948924","Buy","Equity Shares","784402","1.6","22-May-2024","22-May-2024","23-May-2024","Market Purchase","-","-","0","0","0","0","NSE","-","23-May-2024 18:42","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164384_1136046_23052024064202_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Prakash Pachisia","-","Equity Shares","208200","0.03",,"10000","47030000","Sell","Equity Shares","198200","0.03","21-May-2024","21-May-2024","22-May-2024","Gift","-","-","0","0","0","0","NA","-","23-May-2024 18:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164382_1136023_23052024063620_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Rohit Anil Mundhra","-","Equity Shares","13027","0",,"700","3371900","Sell","Equity Shares","12327","0","21-May-2024","22-May-2024","22-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","23-May-2024 18:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164382_1136023_23052024063620_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Indu Pachisia","Immediate relative","Equity Shares","77500","0.01",,"7000","33768000","Sell","Equity Shares","70500","0.01","22-May-2024","22-May-2024","22-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","23-May-2024 18:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164382_1136023_23052024063620_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Ravi Prakash Sharma","-","Equity Shares","167800","0.02",,"2000","9625000","Sell","Equity Shares","165800","0.02","22-May-2024","23-May-2024","23-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","23-May-2024 18:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164382_1136023_23052024063620_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","BISHNU SHANKAR SINGH","-","Equity Shares","64675","0.01",,"500","2345000","Sell","Equity Shares","64175","0.01","17-May-2024","17-May-2024","21-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","23-May-2024 18:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164382_1136023_23052024063620_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","SANTOSH NAGNATH KADAM","-","Equity Shares","3840","0",,"150","704400","Sell","Equity Shares","3690","0","17-May-2024","21-May-2024","21-May-2024","Market Sale","-","-","0","0","0","0","BSE","-","23-May-2024 18:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164382_1136023_23052024063620_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","SANTOSH NAGNATH KADAM","-","Equity Shares","3690","0",,"150","727800","Sell","Equity Shares","3540","0","22-May-2024","22-May-2024","22-May-2024","Market Sale","-","-","0","0","0","0","BSE","-","23-May-2024 18:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164382_1136023_23052024063620_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Ramakant Baheti","Director","Equity Shares","2490898","0.38",,"4186","20302100","Sell","Equity Shares","2486712","0.38","22-May-2024","22-May-2024","22-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","23-May-2024 18:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164382_1136023_23052024063620_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Manoranjan Suresh Sahoo","-","Equity Shares","47040","0",,"300","1403253","Sell","Equity Shares","46740","0","21-May-2024","21-May-2024","22-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","23-May-2024 18:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164382_1136023_23052024063620_WEB.xml"
"CAMS","Computer Age Management Services Limited","7(2)","Anuj Kumar","Director","Equity Shares","21488","0",,"2000","6925062","Sell","Equity Shares","19488","0","22-May-2024","22-May-2024","23-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","23-May-2024 18:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164380_1135899_23052024060855_WEB.xml"
"CAMS","Computer Age Management Services Limited","7(2)","Anuj Kumar","Director","Equity Shares","23968","0",,"2480","8278929","Sell","Equity Shares","21488","0","21-May-2024","21-May-2024","22-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","23-May-2024 18:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164380_1135899_23052024060855_WEB.xml"
"GEOJITFSL","Geojit Financial Services Limited","7(2)","Ann Susan John","Immediate relative","Equity Shares","Nil","0",,"500000","52175000","Buy","Equity Shares","500000","0.21","22-May-2024","22-May-2024","23-May-2024","Gift","-","-","0","0","0","0","NA","-","23-May-2024 17:46","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164377_1135811_23052024054652_WEB.xml"
"GEOJITFSL","Geojit Financial Services Limited","7(2)","C J George","Promoters","Equity Shares","43313236","18.11",,"1000000","104350000","Sell","Equity Shares","42313236","17.69","22-May-2024","22-May-2024","23-May-2024","Gift","-","-","0","0","0","0","NA","-","23-May-2024 17:46","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164377_1135811_23052024054652_WEB.xml"
"GEOJITFSL","Geojit Financial Services Limited","7(2)","Annie Vinod Manjila","Immediate relative","Equity Shares","Nil","0",,"500000","52175000","Buy","Equity Shares","500000","0.21","22-May-2024","22-May-2024","23-May-2024","Gift","-","-","0","0","0","0","NA","-","23-May-2024 17:46","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164377_1135811_23052024054652_WEB.xml"
"SONATSOFTW","Sonata Software Limited","7(2)","Soubhik Ghosh","-","Equity Shares","Nil","0",,"5000","2530000","Buy","Equity Shares","5000","0","13-May-2024","13-May-2024","21-May-2024","Market Purchase","-","-","0","0","0","0","NSE","-","23-May-2024 17:23","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164375_1135669_23052024052315_WEB.xml"
"SONATSOFTW","Sonata Software Limited","7(2)","Mohan Muthuraj","-","Equity Shares","13800","0",,"1200","631370","Buy","Equity Shares","15000","0","21-May-2024","21-May-2024","21-May-2024","Market Purchase","-","-","0","0","0","0","NSE","-","23-May-2024 17:19","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164373_1135647_23052024051955_WEB.xml"
"SONATSOFTW","Sonata Software Limited","7(2)","Mohan Muthuraj","-","Equity Shares","12800","0",,"1000","507000","Buy","Equity Shares","13800","0","13-May-2024","13-May-2024","13-May-2024","Market Purchase","-","-","0","0","0","0","NSE","-","23-May-2024 17:19","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164373_1135647_23052024051955_WEB.xml"
"MEP","MEP Infrastructure Developers Limited","7(2)","Sudha D. Mhaiskar","Promoter Group","Equity Shares","15057578","8.21",,"700000","7035000","Pledge","Equity Shares","15057578","8.21","08-Apr-2024","08-Apr-2024","23-May-2024","Pledge Creation","-","-","0","0","0","0","NA","-","23-May-2024 16:38","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164370_1135463_23052024043805_WEB.xml"
"FSL","Firstsource Solutions Limited","7(2)","Vipul Khanna","Employees/Designated Employees","Equity Shares","1735342","0.25",,"55120","11027144","Sell","Equity Shares","1680222","0.24","17-May-2024","17-May-2024","20-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","23-May-2024 16:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164368_1135385_23052024040500_WEB.xml"
"VIPIND","VIP Industries Limited","7(2)","Praful Gupta","-","Equity Shares","13763","0",,"1956","1036472","Sell","Equity Shares","11807","0","18-May-2024","22-May-2024","22-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","23-May-2024 15:15","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164366_1135242_23052024031545_WEB.xml"
"NAVA","NAVA LIMITED","7(2)","DEVINENI BHAKATA PRIYA","Promoter Group","Equity Shares","9818810","6.77",,"7077200","0","Sell","Equity Shares","2741610","1.89","22-May-2024","22-May-2024","23-May-2024","Inter-se-Transfer","-","-","0","0","0","0","NA","-","23-May-2024 14:57","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164363_1135196_23052024025712_WEB.xml"
"NAVA","NAVA LIMITED","7(2)","RAJ FAMILY TRUST (represented by Devineni Ashok, Managing Trustee and Rajashree Pinnamaneni, Trustee)","Promoter Group","Equity Shares","Nil","0",,"7077200","0","Buy","Equity Shares","7077200","4.88","22-May-2024","22-May-2024","23-May-2024","Inter-se-Transfer","-","-","0","0","0","0","NA","-","23-May-2024 14:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164359_1135162_23052024023642_WEB.xml"
"CHEMFAB","Chemfab Alkalis Limited","7(3)","VAITHAMANITHI MUDUMBAI SRINIVASAN","-","Equity Shares","188856","1.33",,"35500","3472965","Buy","Equity Shares","224356","1.57","22-May-2024","22-May-2024","23-May-2024","ESOP","-","-","0","0","0","0","NA","-","23-May-2024 13:54","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164345_1135111_23052024015431_WEB.xml"
"NAVA","NAVA LIMITED","7(2)","-","Promoter Group",,"-","0",,,"-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","-","-","23-May-2024 13:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164343_1135106_23052024015038_WEB.xml"
"SURYODAY","Suryoday Small Finance Bank Limited","7(3)","NARAYAN VASUDEVA RAO","-","Equity Shares","265723","0.25",,"100000","19878640","Sell","Equity Shares","165723","0.16","14-May-2024","22-May-2024","22-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","23-May-2024 13:38","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164339_1135082_23052024013813_WEB.xml"
"PDSL","PDS Limited","7(2)","PDS Multinational Fashions ESOP Trust","Other","Equity Shares","174088","0.13",,"10000","4303057","Buy","Equity Shares","184088","0.14","21-May-2024","21-May-2024","23-May-2024","Market Purchase","-","-","0","0","0","0","NSE","-","23-May-2024 13:03","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164331_1134971_23052024010352_WEB.xml"
"PDSL","PDS Limited","7(2)","PDS Multinational Fashions ESOP Trust","Other","Equity Shares","184088","0.14",,"10000","4502847","Buy","Equity Shares","194088","0.15","22-May-2024","22-May-2024","23-May-2024","Market Purchase","-","-","0","0","0","0","NSE","-","23-May-2024 13:03","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164331_1134971_23052024010352_WEB.xml"
"PDSL","PDS Limited","7(2)","PDS Multinational Fashions ESOP Trust","Other","Equity Shares","154088","0.12",,"20000","8619570","Buy","Equity Shares","174088","0.13","17-May-2024","17-May-2024","23-May-2024","Market Purchase","-","-","0","0","0","0","NSE","-","23-May-2024 13:03","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164331_1134971_23052024010352_WEB.xml"
"BANSWRAS","Banswara Syntex Limited","7(2)","MEFCOM CAPITAL MARKETS LIMITED","Other","Equity Shares","350000","1.02",,"10000","1499010","Sell","Equity Shares","340000","0.99","21-May-2024","21-May-2024","22-May-2024","Market Sale","-","-","0","0","0","0","BSE,NSE","-","23-May-2024 12:16","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164327_1134862_23052024121633_WEB.xml"
"INFY","Infosys Limited","7(2)","Andrew Groth","-","ADR/GDR/FCCB","Nil","0",,"9005","12761994","Buy","ADR/GDR/FCCB","9005","0","20-May-2024","20-May-2024","20-May-2024","ESOP","-","-","0","0","0","0","NA","-","23-May-2024 11:06","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164325_1134763_23052024110633_WEB.xml"
"INFY","Infosys Limited","7(2)","Inderpreet Sawhney","-","ADR/GDR/FCCB","135189","0",,"29333","41571079","Buy","ADR/GDR/FCCB","164522","0","20-May-2024","20-May-2024","20-May-2024","ESOP","-","-","0","0","0","0","NA","-","23-May-2024 11:06","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164325_1134763_23052024110633_WEB.xml"
"INFY","Infosys Limited","7(2)","Anand Swaminathan","-","ADR/GDR/FCCB","143736","0",,"14975","21222749","Buy","ADR/GDR/FCCB","158711","0","20-May-2024","20-May-2024","20-May-2024","ESOP","-","-","0","0","0","0","NA","-","23-May-2024 11:06","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164325_1134763_23052024110633_WEB.xml"
"INFY","Infosys Limited","7(2)","Subhro Mallik","-","ADR/GDR/FCCB","41883","0",,"4335","6143614","Buy","ADR/GDR/FCCB","46218","0","20-May-2024","20-May-2024","20-May-2024","ESOP","-","-","0","0","0","0","NA","-","23-May-2024 11:06","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164325_1134763_23052024110633_WEB.xml"
"INFY","Infosys Limited","7(2)","Raghav Agarwal","-","ADR/GDR/FCCB","28995","0",,"1359","1925991","Buy","ADR/GDR/FCCB","30354","0","20-May-2024","20-May-2024","20-May-2024","ESOP","-","-","0","0","0","0","NA","-","23-May-2024 11:06","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164325_1134763_23052024110633_WEB.xml"
"INFY","Infosys Limited","7(2)","Komal Kumar Jain","-","ADR/GDR/FCCB","9141","0",,"3140","4450046","Buy","ADR/GDR/FCCB","12281","0","20-May-2024","20-May-2024","20-May-2024","ESOP","-","-","0","0","0","0","NA","-","23-May-2024 11:06","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164325_1134763_23052024110633_WEB.xml"
"INFY","Infosys Limited","7(2)","Joseph J Alenchery","-","ADR/GDR/FCCB","6357","0",,"1360","1927408","Buy","ADR/GDR/FCCB","7717","0","20-May-2024","20-May-2024","20-May-2024","ESOP","-","-","0","0","0","0","NA","-","23-May-2024 11:06","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164325_1134763_23052024110633_WEB.xml"
"INFY","Infosys Limited","7(2)","Infosys Employee Benefits Trust","Other","Equity Shares","10638593","0.26",,"388098","564042228","Sell","Equity Shares","10250495","0.26","14-May-2024","14-May-2024","16-May-2024","Off Market","-","-","0","0","0","0","NSE","-","23-May-2024 11:00","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164323_1134753_23052024110001_WEB.xml"
